"Case ID","Case","Configurations","Created at","Created by","Description","Description","Estimate","Expected","Folder","Forecast","Issues","Priority","State","Status (latest)","Status date","Steps (Expected)","Steps (Step)","Tags","Template","Updated at","Updated by"
"186925","Validate that a Settled transaction is considered lifecycle complete with no further transitions","","2026-02-23T22:39:08.945Z","Ana Paula","<p><strong>AC3 – Lifecycle Completion</strong></p><p>Given T_Status = Settled<br />When settlement completes without exceptions<br />Then lifecycle is complete<br />And no additional transitions are required</p><p> </p><h3><strong>Preconditions:</strong></h3><ul><li>Transaction exists with <code>T_Status = Settled</code>.</li><li>No exception events exist.</li></ul>","","","<ul><li>No further status transitions occur.</li><li>Transaction remains in <code>Settled</code>.</li><li>Lifecycle is marked complete (if flag exists).</li><li>No additional status entries are added.</li></ul>","PAY-2838  Funding & Settlement ( Approved -> Funded → Settled)","","PAY-2838","Normal","Active","Passed","2026-03-11T18:16:18.610Z","","<p>Attempt to trigger additional lifecycle transitions (if applicable).</p>
<p>Monitor system for status changes.</p>
<p>Retrieve transaction status history.</p>","","Case (text)","2026-02-23T22:40:14.151Z","Ana Paula"
"186926","Validate that no automatic status change occurs after Settled without a valid triggering event","","2026-02-23T22:40:00.316Z","Ana Paula","<h3><strong>Preconditions:</strong></h3><ul><li>Transaction exists with <code>T_Status = Settled</code>.</li><li> </li></ul>","","","<ul><li>Status remains <code>Settled</code>.</li><li>No unexpected transitions occur.</li><li>No additional timestamps are created.</li></ul>","PAY-2838  Funding & Settlement ( Approved -> Funded → Settled)","","PAY-2838","Normal","Active","Passed","2026-03-11T18:16:21.214Z","","<p>Wait defined processing interval.</p>
<p>Check transaction status.</p>
<p>Review status history.</p>","","Case (text)","2026-02-23T22:40:14.151Z","Ana Paula"
"186927","Validate that a Funded transaction transitions to Unsettled when funding instructions file fails to send to Worldpay","","2026-02-23T23:00:29.807Z","Ana Paula","<p><strong>AC1 – Unsettled (Settlement Failure)</strong></p><p>Given T_Status = Funded<br />When funding instructions file fails to be sent<br />Then transaction transitions to Unsettled<br />And system logs previous status, updated status, and timestamp</p><h3><strong>Preconditions:</strong></h3><ul><li>Transaction exists with <code>T_Status = Funded</code>.</li><li>Funding batch process is initiated.</li><li>Simulated file transmission failure (e.g., network error, SFTP failure).</li><li>Treasury API <code>ProcessFundingBatchResponse</code> integration is active.</li></ul>","","","","PAY-2812  Unsettled → Settled (Settlement Failure and Recovery )","","PAY-2812","Normal","Active","Passed","2026-03-11T18:15:42.289Z","","<p>Trigger settlement batch process.</p>
<p>Simulate file transmission failure.</p>
<p>Allow system to process failure event.</p>
<p>Retrieve transaction record.</p>
<p>Inspect Transaction Status history.</p>","","Case (text)","2026-02-23T23:24:50.112Z","Ana Paula"
"186928","Validate that a Funded transaction transitions to Unsettled when Worldpay does not return settlement confirmation","","2026-02-23T23:01:49.469Z","Ana Paula","<p><strong>AC1 – Unsettled (Settlement Failure)</strong></p><p>When Worldpay does not return settlement confirmation (batch ID)</p><p> </p><h3><strong>Preconditions:</strong></h3><ul><li>Transaction exists with <code>T_Status = Funded</code>.</li><li>Funding instructions file successfully sent.</li><li>No settlement confirmation (batch ID) is returned within expected timeframe.</li></ul>","","","<ul><li>Transaction transitions to <code>Unsettled</code>.</li><li>Status history logs:<ul><li>Previous Status: Funded</li><li>Updated Status: Unsettled</li><li>Timestamp</li></ul></li><li>No batch ID is stored.</li><li>Failure event is logged.</li></ul>","PAY-2812  Unsettled → Settled (Settlement Failure and Recovery )","","PAY-2812","Normal","Active","Passed","2026-03-11T18:15:44.170Z","","<p>Send funding instructions to Worldpay.</p>
<p>Simulate no confirmation response (timeout or null batch ID).</p>
<p>Trigger failure handling logic.</p>
<p>Retrieve transaction record.</p>","","Case (text)","2026-02-23T23:24:50.112Z","Ana Paula"
"186929","Validate that a transaction does not transition to Unsettled if settlement confirmation with batch ID is received","","2026-02-23T23:02:38.735Z","Ana Paula","<h3><strong>Preconditions:</strong></h3><ul><li>Transaction exists with <code>T_Status = Funded</code>.</li><li>Valid settlement confirmation with batch ID is received.</li></ul>","","","<ul><li>Transaction transitions directly to <code>Settled</code>.</li><li>No intermediate <code>Unsettled</code> status is recorded.</li><li>Status log reflects:<ul><li>Funded → Settled</li><li>Timestamp captured</li><li>Batch ID stored.Transaction transitions directly to <code>Settled</code>.</li><li>No intermediate <code>Unsettled</code> status is recorded.</li><li>Status log reflects:<ul><li>Funded → Settled</li><li>Timestamp captured</li><li>Batch ID stored.</li></ul></li></ul></li></ul>","PAY-2812  Unsettled → Settled (Settlement Failure and Recovery )","","PAY-2812","Normal","Active","Passed","2026-03-11T18:15:48.484Z","","<p>Trigger settlement process.</p>
<p>Simulate successful settlement confirmation with batch ID.</p>
<p>Retrieve transaction record.</p>","","Case (text)","2026-02-23T23:24:50.112Z","Ana Paula"
"186930","Validate that an Unsettled transaction transitions to Settled when settlement issue is resolved","","2026-02-23T23:03:50.789Z","Ana Paula","<p><strong>AC2 – Unsettled → Settled (Settlement Recovery)</strong></p><p>Given T_Status = Unsettled<br />When funding instructions are successfully sent<br />And settlement confirmation (batch ID) is received<br />Then transaction transitions to Settled<br />And system logs previous status, updated status, timestamp</p>","","","<ul><li>Transaction transitions from <code>Unsettled</code> → <code>Settled</code>.</li><li>Status log includes:<ul><li>Previous Status: Unsettled</li><li>Updated Status: Settled</li><li>Timestamp</li></ul></li><li>Batch ID is stored.</li><li>Settlement recovery event is logged.</li></ul>","PAY-2812  Unsettled → Settled (Settlement Failure and Recovery )","","PAY-2812","Normal","Active","Passed","2026-03-11T18:15:50.409Z","","<p>Re-trigger settlement batch process.</p>
<p>Send funding instructions successfully.</p>
<p>Simulate Worldpay returning valid batch ID.</p>
<p>Retrieve transaction record.</p>
<p>Inspect Transaction Status history.</p>","","Case (text)","2026-02-23T23:24:50.112Z","Ana Paula"
"186931","Validate that multiple settlement retries do not create duplicate Unsettled entries","","2026-02-23T23:04:47.547Z","Ana Paula","<p>AC2 – Unsettled → Settled (Settlement Recovery)</p><p> </p><h3><strong>Preconditions:</strong></h3><ul><li>Transaction exists with <code>T_Status = Unsettled</code>.</li><li>Multiple retry attempts occur before successful confirmation.</li></ul>","","","<ul><li>Only one <code>Unsettled</code> status entry exists.</li><li>Final transition is:<ul><li>Funded → Unsettled → Settled</li></ul></li><li>No duplicate Unsettled entries.</li><li>Each transition contains accurate timestamp.</li></ul>","PAY-2812  Unsettled → Settled (Settlement Failure and Recovery )","","PAY-2812","Normal","Active","Passed","2026-03-11T18:15:52.204Z","","<p>Attempt settlement retry (simulate failure).</p>
<p>Confirm transaction remains <code>Unsettled</code>.</p>
<p>Attempt settlement retry again (simulate success).</p>
<p>Retrieve status history.</p>","","Case (text)","2026-02-23T23:24:50.112Z","Ana Paula"
"186932","Validate that an Unsettled transaction does not transition to Settled without valid batch ID confirmation","","2026-02-23T23:23:31.838Z","Ana Paula","<p><strong>AC2 – Unsettled → Settled (Settlement Recovery)</strong></p><h3><strong>Preconditions:</strong></h3><ul><li>Transaction exists with <code>T_Status = Unsettled</code>.</li><li>Settlement retry initiated.</li><li>No batch ID returned.</li></ul>","","","<ul><li>Transaction remains in <code>Unsettled</code>.</li><li>No transition to <code>Settled</code>.</li><li>No batch ID stored.</li><li>Error logged.</li></ul>","PAY-2812  Unsettled → Settled (Settlement Failure and Recovery )","","PAY-2812","Normal","Active","Passed","2026-03-11T18:15:54.341Z","","<p>Trigger settlement retry.</p>
<p>Simulate partial success (file sent but no confirmation).</p>
<p>Retrieve transaction record.</p>","","Case (text)","2026-02-23T23:24:50.112Z","Ana Paula"
"186933","Validate that a transaction not in Funded status cannot transition directly to Unsettled","","2026-02-23T23:24:26.255Z","Ana Paula","<h3><strong>Preconditions:</strong></h3><ul><li>Transaction exists with <code>T_Status = Approved</code> (or other non-Funded status).</li></ul>","","","<ul><li>Transaction does NOT transition to <code>Unsettled</code>.</li><li>System ignores invalid state transition.</li><li>Error or warning logged.</li><li>Status remains unchanged.</li></ul>","PAY-2812  Unsettled → Settled (Settlement Failure and Recovery )","","PAY-2812","Normal","Active","Passed","2026-03-11T18:15:56.290Z","","<p>Simulate settlement failure event.</p>
<p>Retrieve transaction record.</p>","","Case (text)","2026-02-23T23:24:50.112Z","Ana Paula"
"186677","Validate that a transaction transitions from Returned to Returned_Retry when retry is initiated","","2026-02-19T19:17:24.999Z","Ana Paula","<p><strong>Preconditions:</strong></p><ul><li>Transaction exists with <code>T_Status = Returned</code></li><li>Transaction is eligible for retry per business rules</li><li>Retry process is enabled</li></ul>","","","<ul><li>Original transaction status changes to <code>T_Status = Returned_Retry</code>.</li><li>Status transition occurs only once.</li><li>Retry initiation reference is stored (if applicable).</li></ul>","PAY-2803 Returned → Returned_Retry","","PAY-2803","Normal","Active","Passed","2026-03-11T18:14:25.118Z","","<p>Initiate retry process for eligible Returned transaction.</p>
<p>Process retry trigger.</p>
<p>Query transaction record.</p>","","Case (text)","2026-02-19T19:23:06.869Z","Ana Paula"
"186678","Validate that transition only occurs when retry eligibility criteria are met","","2026-02-19T19:18:02.100Z","Ana Paula","<p><strong>Preconditions:</strong></p><ul><li>One eligible Returned transaction</li><li>One ineligible Returned transaction (e.g., max retries exceeded or invalid return reason)</li></ul>","","","<ul><li>Eligible transaction transitions to Returned_Retry.</li><li>Ineligible transaction remains in Returned.</li><li>Proper validation error logged for ineligible case.</li></ul>","PAY-2803 Returned → Returned_Retry","","PAY-2803","Normal","Active","Passed","2026-03-11T18:14:27.571Z","","<p>Initiate retry for eligible transaction.</p>
<p>Attempt retry for ineligible transaction.</p>","","Case (text)","2026-02-19T19:23:06.869Z","Ana Paula"
"186679","Validate that previous status, new status, and timestamp are logged during transition","","2026-02-19T19:18:29.638Z","Ana Paula","<p><strong>Preconditions:</strong></p><ul><li>Transaction in Returned state</li><li>Logging enabled</li></ul>","","","<ul><li>Log entry contains:<ul><li>Transaction ID</li><li>Previous Status = Returned</li><li>New Status = Returned_Retry</li><li>Timestamp of change</li><li>Retry initiation source (if available)</li></ul></li><li>Timestamp matches system processing time.</li></ul>","PAY-2803 Returned → Returned_Retry","","PAY-2803","Normal","Active","Passed","2026-03-11T18:14:30.184Z","","<p>Initiate retry.</p>
<p>Inspect audit logs.</p>","","Case (text)","2026-02-19T19:23:06.869Z","Ana Paula"
"186680","Validate that lifecycle of the original transaction ends at Returned_Retry","","2026-02-19T19:18:56.353Z","Ana Paula","<p><strong>Preconditions:</strong></p><ul><li>Transaction transitioned to Returned_Retry</li></ul>","","","<ul><li>No further lifecycle actions are executed on original transaction.</li><li>Transaction marked as terminal.</li><li>No settlement, funding, or return reprocessing triggered.</li></ul>","PAY-2803 Returned → Returned_Retry","","PAY-2803","Normal","Active","Passed","2026-03-11T18:14:32.086Z","","<p>Monitor lifecycle processing jobs.</p>
<p>Inspect transaction state machine.</p>","","Case (text)","2026-02-19T19:23:06.869Z","Ana Paula"
"186681","Validate that retry attempt is tracked separately from original transaction","","2026-02-19T19:19:29.909Z","Ana Paula","<p><strong>Preconditions:</strong></p><ul><li>Transaction transitioned to Returned_Retry</li></ul>","","","<ul><li>New transaction record created for retry attempt.</li><li>New transaction has its own unique Transaction ID.</li><li>Original transaction remains unchanged except status update.</li><li>Referential link exists between original and retry transaction (if designed).</li></ul>","PAY-2803 Returned → Returned_Retry","","PAY-2803","Normal","Active","Passed","2026-03-11T18:14:34.205Z","","<p>Initiate retry.</p>
<p>Verify new retry transaction creation (if applicable to architecture).</p>
<p>Compare original vs retry transaction records.</p>","","Case (text)","2026-02-19T19:23:06.869Z","Ana Paula"
